customer_id,join_date,province,age_group,gender,loyalty_tier,preferred_channel
C08454,2024-01-14,KwaZulu-Natal,18-25,Male,Bronze,Drive-thru
C08455,2023-07-08,Free State,36-50,Male,Silver,In-store
C08456,2023-07-30,Gauteng,18-25,Female,Bronze,Drive-thru
C08457,2024-07-29,Eastern Cape,18-25,Male,Bronze,In-store
C08458,2024-12-25,KwaZulu-Natal,36-50,Male,Bronze,Drive-thru
C08459,2023-02-05,Free State,26-35,Female,Silver,In-store
C08460,2024-11-12,Western Cape,26-35,Male,Silver,In-store
C08461,2023-11-21,Free State,18-25,Male,Bronze,Drive-thru
C08462,2023-12-19,North West,36-50,Male,Bronze,In-store
C08463,2023-06-01,Western Cape,36-50,Male,Silver,Drive-thru
C08464,2024-01-17,Mpumalanga,18-25,Male,Gold,Drive-thru
C08465,2024-04-04,Northern Cape,26-35,Female,Bronze,In-store
C08466,2024-07-06,Gauteng,36-50,Male,Silver,In-store
C08467,2023-06-16,KwaZulu-Natal,26-35,Male,Bronze,In-store
C08468,2024-06-30,KwaZulu-Natal,18-25,Prefer not to say,Bronze,In-store
C08469,2023-11-05,Western Cape,26-35,Female,Gold,In-store
C08470,2023-05-05,Gauteng,18-25,Male,Silver,App
C08471,2023-01-26,Gauteng,26-35,Female,Silver,Drive-thru
C08472,2024-02-19,Western Cape,36-50,Female,Bronze,In-store
C08473,2024-05-26,KwaZulu-Natal,26-35,Female,Bronze,In-store
C08474,2023-05-29,Gauteng,26-35,Female,Silver,App
C08475,2024-04-14,North West,50+,Male,Gold,In-store
C08476,2023-11-24,Limpopo,26-35,Male,Silver,App
C08477,2023-06-09,Gauteng,26-35,Female,Bronze,In-store
C08478,2023-01-05,Eastern Cape,26-35,Female,Bronze,Drive-thru
C08479,2024-07-13,Eastern Cape,36-50,Female,Bronze,App
C08480,2024-06-03,Free State,26-35,Male,Bronze,In-store
C08481,2023-12-06,Gauteng,26-35,Male,Bronze,App
C08482,2024-10-24,Gauteng,50+,Prefer not to say,Bronze,Drive-thru
C08483,2024-12-23,North West,50+,Male,Silver,Drive-thru
C08484,2023-10-30,Free State,36-50,Male,Silver,In-store
C08485,2024-04-30,Limpopo,26-35,Female,Silver,In-store
C08486,2023-10-24,Limpopo,26-35,Male,Gold,App
C08487,2024-08-10,Gauteng,18-25,Male,Bronze,In-store
C08488,2024-11-13,KwaZulu-Natal,26-35,Female,Silver,In-store
C08489,2023-05-31,Gauteng,36-50,Female,Silver,App
C08490,2024-08-01,Gauteng,26-35,Male,Gold,In-store
C08491,2024-03-28,Mpumalanga,50+,Female,Bronze,In-store
C08492,2023-12-13,Gauteng,18-25,Male,Bronze,In-store
C08493,2024-12-06,KwaZulu-Natal,26-35,Female,Silver,In-store
C08494,2023-04-26,Free State,36-50,Male,Gold,In-store
C08495,2024-05-05,Gauteng,26-35,Male,Silver,App
C08496,2023-02-11,Free State,50+,Female,Silver,Drive-thru
C08497,2023-05-23,Northern Cape,50+,Male,Bronze,App
C08498,2024-11-25,KwaZulu-Natal,18-25,Female,Silver,In-store
C08499,2024-07-18,Gauteng,18-25,Male,Silver,Drive-thru
C08500,2023-04-30,Western Cape,18-25,Male,Silver,In-store
C08501,2023-11-12,KwaZulu-Natal,36-50,Female,Silver,In-store
C08502,2023-01-26,Western Cape,26-35,Female,Bronze,In-store
C08503,2024-02-16,Western Cape,36-50,Male,Silver,In-store
C08504,2024-09-24,Free State,26-35,Female,Bronze,App
C08505,2023-08-14,Gauteng,36-50,Male,Gold,Drive-thru
C08506,2024-04-01,Limpopo,36-50,Male,Silver,App
C08507,2024-01-01,Gauteng,26-35,Male,Silver,App
C08508,2023-04-05,Eastern Cape,26-35,Male,Gold,In-store
C08509,2023-12-01,North West,18-25,Male,Bronze,App
C08510,2023-02-26,Western Cape,26-35,Female,Bronze,Drive-thru
C08511,2024-09-14,Gauteng,26-35,Female,Silver,In-store
C08512,2024-10-18,Eastern Cape,26-35,Male,Bronze,In-store
C08513,2023-07-19,Limpopo,50+,Female,Bronze,In-store
C08514,2024-08-20,Eastern Cape,50+,Male,Silver,App
C08515,2024-06-23,Western Cape,36-50,Male,Bronze,App
C08516,2023-08-16,Gauteng,26-35,Male,Bronze,In-store
C08517,2023-10-12,Free State,36-50,Male,Bronze,App
C08518,2023-07-20,North West,26-35,Female,Bronze,App
C08519,2023-01-24,KwaZulu-Natal,18-25,Male,Bronze,App
C08520,2023-03-27,Mpumalanga,26-35,Female,Bronze,Drive-thru
C08521,2024-07-05,KwaZulu-Natal,18-25,Female,Silver,Drive-thru
C08522,2024-04-01,KwaZulu-Natal,26-35,Female,Bronze,In-store
C08523,2024-11-24,Gauteng,26-35,Female,Bronze,App
C08524,2024-11-18,KwaZulu-Natal,50+,Male,Bronze,App
C08525,2023-03-31,KwaZulu-Natal,26-35,Male,Silver,In-store
C08526,2024-06-08,Gauteng,50+,Female,Bronze,Drive-thru
C08527,2024-02-08,KwaZulu-Natal,18-25,Male,Bronze,In-store
C08528,2023-07-19,Limpopo,18-25,Male,Gold,App
C08529,2024-05-17,Eastern Cape,26-35,Female,Bronze,In-store
C08530,2023-11-22,Eastern Cape,36-50,Male,Bronze,App
C08531,2024-09-09,North West,18-25,Female,Silver,In-store
C08532,2024-09-11,Gauteng,18-25,Male,Bronze,In-store
C08533,2024-06-07,KwaZulu-Natal,26-35,Prefer not to say,Bronze,In-store
C08534,2023-02-27,Limpopo,26-35,Female,Bronze,In-store
C08535,2024-11-13,KwaZulu-Natal,36-50,Male,Gold,Drive-thru
C08536,2024-01-05,Western Cape,26-35,Female,Gold,In-store
C08537,2024-02-12,Gauteng,18-25,Female,Bronze,In-store
C08538,2023-06-01,North West,50+,Female,Bronze,App
C08539,2024-03-13,KwaZulu-Natal,26-35,Female,Bronze,In-store
C08540,2024-01-14,North West,36-50,Female,Silver,In-store
C08541,2024-01-31,Eastern Cape,36-50,Male,Bronze,In-store
C08542,2024-01-17,Eastern Cape,50+,Male,Bronze,App
C08543,2023-01-13,Mpumalanga,26-35,Female,Silver,Drive-thru
C08544,2023-10-19,Eastern Cape,36-50,Male,Bronze,Drive-thru
C08545,2023-12-20,KwaZulu-Natal,26-35,Male,Bronze,Drive-thru
C08546,2023-12-26,KwaZulu-Natal,36-50,Male,Silver,App
C08547,2023-11-12,Mpumalanga,26-35,Female,Silver,Drive-thru
C08548,2024-04-01,Western Cape,26-35,Female,Silver,In-store
C08549,2024-07-28,KwaZulu-Natal,36-50,Female,Gold,In-store
C08550,2023-03-31,Gauteng,18-25,Female,Bronze,In-store
C08551,2023-08-09,North West,50+,Female,Bronze,In-store
C08552,2024-03-30,Gauteng,36-50,Female,Bronze,Drive-thru
C08553,2024-03-01,Eastern Cape,26-35,Male,Bronze,In-store
C08554,2024-03-29,KwaZulu-Natal,26-35,Male,Bronze,App
C08555,2023-10-23,KwaZulu-Natal,26-35,Female,Bronze,In-store
C08556,2023-06-17,Eastern Cape,50+,Male,Bronze,In-store
C08557,2024-03-10,Gauteng,18-25,Female,Bronze,In-store
C08558,2024-02-29,Eastern Cape,26-35,Female,Bronze,In-store
C08559,2023-05-23,Limpopo,36-50,Female,Bronze,Drive-thru
C08560,2024-08-24,Mpumalanga,50+,Male,Silver,App
C08561,2024-09-04,Gauteng,36-50,Male,Bronze,App
C08562,2023-03-30,North West,36-50,Female,Bronze,In-store
C08563,2023-05-28,Eastern Cape,18-25,Male,Gold,In-store
C08564,2023-08-01,North West,26-35,Female,Silver,In-store
C08565,2023-11-07,KwaZulu-Natal,18-25,Female,Bronze,App
C08566,2024-05-01,KwaZulu-Natal,50+,Prefer not to say,Bronze,In-store
C08567,2024-06-21,North West,36-50,Female,Silver,App
C08568,2023-12-10,North West,36-50,Male,Bronze,App
C08569,2023-03-09,KwaZulu-Natal,36-50,Female,Bronze,In-store
C08570,2024-08-27,Western Cape,26-35,Male,Silver,App
C08571,2024-01-20,KwaZulu-Natal,18-25,Male,Bronze,App
C08572,2023-04-01,KwaZulu-Natal,26-35,Female,Bronze,In-store
C08573,2023-01-07,Western Cape,18-25,Female,Bronze,App
C08574,2024-02-24,Western Cape,36-50,Female,Bronze,App
C08575,2024-10-16,Mpumalanga,18-25,Male,Gold,In-store
C08576,2023-10-07,Gauteng,36-50,Female,Bronze,In-store
C08577,2024-02-29,Eastern Cape,36-50,Male,Bronze,In-store
C08578,2023-06-29,Gauteng,26-35,Female,Silver,Drive-thru
C08579,2024-07-23,Western Cape,18-25,Female,Bronze,In-store
C08580,2024-04-18,Gauteng,26-35,Male,Bronze,In-store
C08581,2024-12-28,Western Cape,26-35,Male,Bronze,In-store
C08582,2024-08-04,Limpopo,36-50,Male,Bronze,In-store
C08583,2023-05-21,North West,18-25,Female,Silver,In-store
C08584,2023-07-24,Gauteng,36-50,Female,Bronze,App
C08585,2023-07-10,KwaZulu-Natal,36-50,Female,Bronze,In-store
C08586,2024-01-26,KwaZulu-Natal,18-25,Female,Gold,Drive-thru
C08587,2023-10-24,North West,36-50,Female,Bronze,Drive-thru
C08588,2024-07-21,Limpopo,36-50,Female,Bronze,App
C08589,2024-05-17,KwaZulu-Natal,36-50,Female,Bronze,Drive-thru
C08590,2023-02-13,Eastern Cape,18-25,Male,Bronze,App
C08591,2023-11-06,Mpumalanga,18-25,Female,Bronze,App
C08592,2024-08-22,Gauteng,18-25,Female,Bronze,In-store
C08593,2023-11-08,KwaZulu-Natal,26-35,Male,Bronze,In-store
C08594,2024-05-20,North West,36-50,Female,Bronze,In-store
C08595,2024-07-26,Limpopo,36-50,Female,Bronze,In-store
C08596,2024-04-19,KwaZulu-Natal,50+,Male,Silver,App
C08597,2023-08-18,KwaZulu-Natal,18-25,Male,Silver,In-store
C08598,2023-01-28,Western Cape,18-25,Female,Bronze,In-store
C08599,2023-01-03,KwaZulu-Natal,36-50,Female,Gold,Drive-thru
C08600,2023-06-07,Eastern Cape,26-35,Female,Silver,App
C08601,2023-09-26,KwaZulu-Natal,26-35,Female,Silver,App
C08602,2023-11-04,Limpopo,26-35,Male,Bronze,In-store
C08603,2024-10-17,Mpumalanga,18-25,Male,Silver,Drive-thru
C08604,2024-10-13,Gauteng,36-50,Male,Gold,In-store
C08605,2024-04-28,KwaZulu-Natal,26-35,Female,Bronze,App
C08606,2023-05-08,KwaZulu-Natal,36-50,Prefer not to say,Silver,App
C08607,2024-10-31,Eastern Cape,36-50,Male,Silver,In-store
C08608,2024-11-12,Gauteng,18-25,Female,Bronze,Drive-thru
C08609,2023-10-22,Eastern Cape,50+,Female,Bronze,In-store
C08610,2024-03-03,North West,26-35,Male,Bronze,Drive-thru
C08611,2023-07-03,KwaZulu-Natal,50+,Female,Bronze,App
C08612,2024-05-18,North West,18-25,Female,Bronze,App
C08613,2024-12-05,Northern Cape,36-50,Male,Bronze,Drive-thru
C08614,2024-10-22,Gauteng,26-35,Female,Silver,App
C08615,2023-09-08,Gauteng,36-50,Male,Gold,App
C08616,2023-01-30,Free State,36-50,Male,Bronze,In-store
C08617,2023-05-03,Free State,26-35,Male,Bronze,Drive-thru
C08618,2023-10-11,Gauteng,50+,Female,Bronze,App
C08619,2024-05-19,Gauteng,26-35,Male,Silver,Drive-thru
C08620,2023-03-10,Gauteng,18-25,Female,Bronze,Drive-thru
C08621,2024-09-05,Northern Cape,36-50,Female,Silver,In-store
C08622,2024-01-06,Gauteng,36-50,Female,Bronze,App
C08623,2024-08-18,KwaZulu-Natal,26-35,Female,Bronze,Drive-thru
C08624,2024-05-07,Mpumalanga,26-35,Male,Bronze,App
C08625,2024-08-02,Gauteng,50+,Female,Bronze,App
C08626,2024-03-22,Eastern Cape,36-50,Male,Silver,In-store
C08627,2023-09-22,Western Cape,18-25,Female,Bronze,In-store
C08628,2024-10-05,Mpumalanga,18-25,Female,Bronze,App
C08629,2024-12-03,Western Cape,50+,Female,Silver,App
C08630,2024-05-02,Eastern Cape,36-50,Male,Bronze,In-store
C08631,2024-12-11,Eastern Cape,50+,Female,Bronze,In-store
C08632,2023-05-03,Gauteng,26-35,Male,Gold,App
C08633,2024-01-18,Gauteng,36-50,Male,Bronze,Drive-thru
C08634,2024-06-08,KwaZulu-Natal,36-50,Male,Silver,App
C08635,2024-08-12,Western Cape,26-35,Male,Silver,Drive-thru
C08636,2023-01-18,Mpumalanga,26-35,Female,Bronze,In-store
C08637,2023-09-23,Mpumalanga,36-50,Female,Bronze,Drive-thru
C08638,2023-06-16,KwaZulu-Natal,26-35,Male,Bronze,App
C08639,2024-08-18,Eastern Cape,36-50,Female,Bronze,Drive-thru
C08640,2023-03-01,Eastern Cape,36-50,Male,Silver,App
C08641,2023-05-30,Mpumalanga,36-50,Female,Bronze,In-store
C08642,2023-11-24,KwaZulu-Natal,36-50,Female,Bronze,Drive-thru
C08643,2024-04-17,Western Cape,26-35,Female,Bronze,App
C08644,2024-12-10,Western Cape,26-35,Male,Bronze,In-store
C08645,2023-05-19,KwaZulu-Natal,36-50,Female,Silver,In-store
C08646,2024-01-01,KwaZulu-Natal,26-35,Male,Silver,In-store
C08647,2023-06-17,KwaZulu-Natal,18-25,Female,Silver,App
C08648,2023-02-24,Gauteng,26-35,Female,Silver,App
C08649,2023-10-07,Limpopo,18-25,Female,Bronze,App
C08650,2024-01-05,Gauteng,36-50,Male,Bronze,In-store
C08651,2024-03-05,Gauteng,26-35,Female,Bronze,In-store
C08652,2024-10-13,KwaZulu-Natal,26-35,Female,Gold,In-store
C08653,2023-12-31,Gauteng,50+,Female,Bronze,App
C08654,2023-02-19,Eastern Cape,36-50,Female,Gold,Drive-thru
C08655,2023-10-24,Western Cape,36-50,Female,Silver,Drive-thru
C08656,2023-10-26,KwaZulu-Natal,36-50,Female,Silver,In-store
C08657,2024-06-26,KwaZulu-Natal,36-50,Male,Bronze,App
C08658,2024-10-16,Gauteng,36-50,Female,Bronze,App
C08659,2023-03-20,Gauteng,26-35,Male,Bronze,In-store
C08660,2024-06-10,North West,50+,Female,Bronze,Drive-thru
C08661,2023-07-18,KwaZulu-Natal,18-25,Female,Gold,In-store
C08662,2024-10-05,KwaZulu-Natal,50+,Male,Silver,App
C08663,2023-07-07,Gauteng,26-35,Female,Silver,App
C08664,2023-04-07,KwaZulu-Natal,26-35,Female,Bronze,In-store
C08665,2024-09-05,KwaZulu-Natal,18-25,Female,Bronze,In-store
C08666,2023-06-21,KwaZulu-Natal,26-35,Male,Silver,In-store
C08667,2024-07-10,Limpopo,36-50,Male,Bronze,In-store
C08668,2023-11-27,Gauteng,50+,Prefer not to say,Silver,In-store
C08669,2023-11-20,Gauteng,50+,Male,Silver,Drive-thru
C08670,2024-12-02,Mpumalanga,50+,Female,Bronze,App
C08671,2023-11-05,Free State,26-35,Male,Silver,Drive-thru
C08672,2023-10-05,Gauteng,50+,Male,Silver,Drive-thru
C08673,2024-12-02,KwaZulu-Natal,26-35,Female,Bronze,App
C08674,2024-12-15,Gauteng,36-50,Male,Bronze,In-store
C08675,2024-12-05,Gauteng,18-25,Prefer not to say,Bronze,App
C08676,2024-01-07,Western Cape,26-35,Female,Bronze,In-store
C08677,2023-04-09,Gauteng,50+,Female,Silver,In-store
C08678,2024-07-01,Limpopo,50+,Male,Bronze,App
C08679,2024-08-16,KwaZulu-Natal,36-50,Female,Silver,App
C08680,2023-12-27,Gauteng,36-50,Male,Bronze,In-store
C08681,2023-05-28,Gauteng,18-25,Female,Gold,In-store
C08682,2023-01-14,Mpumalanga,36-50,Male,Gold,In-store
C08683,2023-05-21,Gauteng,36-50,Male,Silver,App
C08684,2024-06-14,Eastern Cape,18-25,Female,Bronze,Drive-thru
C08685,2023-10-16,Western Cape,18-25,Female,Bronze,App
C08686,2024-01-17,Eastern Cape,18-25,Male,Bronze,Drive-thru
C08687,2024-05-11,Western Cape,36-50,Female,Bronze,App
C08688,2024-02-26,Gauteng,18-25,Female,Bronze,In-store
C08689,2023-12-15,Gauteng,26-35,Male,Silver,App
C08690,2023-06-16,Gauteng,26-35,Male,Bronze,In-store
C08691,2023-04-15,KwaZulu-Natal,26-35,Male,Bronze,In-store
C08692,2023-08-12,Eastern Cape,36-50,Male,Bronze,App
C08693,2023-06-08,Western Cape,36-50,Male,Gold,Drive-thru
C08694,2024-05-30,Gauteng,26-35,Male,Bronze,App
C08695,2023-08-15,KwaZulu-Natal,26-35,Female,Bronze,Drive-thru
C08696,2023-07-12,Eastern Cape,26-35,Male,Gold,App
C08697,2024-07-26,Free State,36-50,Female,Bronze,In-store
C08698,2024-09-20,Eastern Cape,26-35,Prefer not to say,Silver,App
C08699,2024-12-07,KwaZulu-Natal,26-35,Prefer not to say,Silver,Drive-thru
C08700,2024-06-22,KwaZulu-Natal,36-50,Female,Bronze,App
C08701,2024-06-28,North West,26-35,Male,Bronze,App
C08702,2024-12-30,Mpumalanga,36-50,Male,Silver,App
C08703,2024-07-18,Western Cape,26-35,Female,Bronze,App
C08704,2024-12-20,Gauteng,36-50,Male,Bronze,In-store
C08705,2023-04-27,Western Cape,18-25,Male,Bronze,In-store
C08706,2024-03-03,KwaZulu-Natal,26-35,Female,Bronze,In-store
C08707,2024-04-16,Limpopo,26-35,Male,Bronze,In-store
C08708,2023-03-20,KwaZulu-Natal,36-50,Female,Gold,Drive-thru
C08709,2023-04-30,Gauteng,50+,Female,Gold,Drive-thru
C08710,2023-05-15,Limpopo,26-35,Female,Bronze,In-store
C08711,2023-01-18,Mpumalanga,36-50,Female,Bronze,App
C08712,2024-05-06,Western Cape,36-50,Male,Bronze,In-store
C08713,2023-12-23,Eastern Cape,50+,Female,Gold,App
C08714,2023-11-16,KwaZulu-Natal,36-50,Male,Bronze,App
C08715,2024-12-08,North West,18-25,Female,Bronze,In-store
C08716,2024-01-07,Mpumalanga,36-50,Male,Silver,Drive-thru
C08717,2023-05-23,KwaZulu-Natal,26-35,Female,Bronze,Drive-thru
C08718,2024-03-28,Eastern Cape,18-25,Prefer not to say,Bronze,In-store
C08719,2024-09-03,North West,26-35,Male,Bronze,App
C08720,2024-06-19,KwaZulu-Natal,50+,Male,Silver,In-store
C08721,2023-12-17,Western Cape,50+,Male,Silver,In-store
C08722,2023-06-26,Limpopo,36-50,Male,Silver,Drive-thru
C08723,2024-12-27,Gauteng,50+,Male,Bronze,App
C08724,2023-11-08,KwaZulu-Natal,36-50,Female,Bronze,In-store
C08725,2023-01-30,Mpumalanga,18-25,Female,Silver,App
C08726,2023-05-02,Limpopo,26-35,Female,Silver,Drive-thru
C08727,2023-08-16,KwaZulu-Natal,18-25,Female,Bronze,Drive-thru
C08728,2023-05-12,Gauteng,18-25,Male,Bronze,In-store
C08729,2024-12-11,Western Cape,18-25,Male,Silver,Drive-thru
C08730,2023-05-26,Western Cape,26-35,Female,Bronze,Drive-thru
C08731,2024-12-05,Gauteng,36-50,Female,Bronze,App
C08732,2023-08-21,Limpopo,36-50,Male,Bronze,App
C08733,2023-11-11,Gauteng,36-50,Male,Gold,In-store
C08734,2023-05-09,KwaZulu-Natal,50+,Male,Silver,In-store
C08735,2023-08-03,KwaZulu-Natal,26-35,Male,Bronze,App
C08736,2023-05-14,Northern Cape,50+,Male,Silver,Drive-thru
C08737,2023-03-22,KwaZulu-Natal,26-35,Female,Bronze,Drive-thru
C08738,2024-03-11,Gauteng,26-35,Female,Bronze,App
C08739,2024-12-08,Gauteng,50+,Male,Bronze,App
C08740,2023-04-25,Eastern Cape,26-35,Female,Bronze,App
C08741,2023-03-21,Eastern Cape,26-35,Male,Gold,App
C08742,2023-01-20,KwaZulu-Natal,26-35,Female,Bronze,In-store
C08743,2024-05-10,KwaZulu-Natal,36-50,Female,Bronze,In-store
C08744,2024-03-17,Gauteng,50+,Female,Gold,In-store
C08745,2023-02-13,KwaZulu-Natal,18-25,Male,Bronze,In-store
C08746,2023-07-21,KwaZulu-Natal,50+,Male,Bronze,In-store
C08747,2023-04-21,Gauteng,18-25,Female,Bronze,App
C08748,2023-02-03,Gauteng,26-35,Male,Gold,In-store
C08749,2024-11-06,Gauteng,18-25,Male,Bronze,In-store
C08750,2024-06-09,Gauteng,36-50,Male,Bronze,Drive-thru
C08751,2024-08-30,Eastern Cape,18-25,Female,Bronze,App
C08752,2023-03-02,Gauteng,26-35,Male,Gold,App
C08753,2024-04-25,Gauteng,26-35,Prefer not to say,Silver,In-store
C08754,2023-05-02,Gauteng,18-25,Male,Bronze,App
C08755,2023-09-17,Free State,36-50,Male,Silver,App
C08756,2023-02-14,Mpumalanga,18-25,Female,Silver,App
C08757,2023-03-09,Gauteng,18-25,Male,Silver,In-store
C08758,2023-11-05,Western Cape,26-35,Female,Silver,App
C08759,2024-11-14,Gauteng,26-35,Female,Bronze,Drive-thru
C08760,2023-01-11,KwaZulu-Natal,36-50,Male,Silver,In-store
C08761,2023-04-09,Gauteng,18-25,Female,Silver,In-store
C08762,2023-05-07,Eastern Cape,18-25,Male,Bronze,In-store
C08763,2024-09-08,KwaZulu-Natal,26-35,Female,Bronze,App
C08764,2023-07-30,North West,26-35,Female,Bronze,In-store
C08765,2024-08-24,Gauteng,50+,Male,Silver,Drive-thru
C08766,2023-07-24,Mpumalanga,36-50,Male,Silver,In-store
C08767,2023-07-09,Limpopo,36-50,Male,Bronze,In-store
C08768,2024-11-17,Gauteng,26-35,Male,Silver,App
C08769,2023-12-26,KwaZulu-Natal,36-50,Female,Silver,App
C08770,2023-01-30,Gauteng,36-50,Male,Gold,Drive-thru
C08771,2023-04-03,Gauteng,26-35,Female,Bronze,In-store
C08772,2023-05-30,Western Cape,36-50,Male,Bronze,In-store
C08773,2023-10-12,KwaZulu-Natal,36-50,Male,Silver,In-store
C08774,2024-08-16,KwaZulu-Natal,26-35,Male,Bronze,Drive-thru
C08775,2023-12-23,Free State,26-35,Male,Bronze,App
C08776,2023-12-27,Gauteng,36-50,Female,Bronze,Drive-thru
C08777,2023-06-14,Free State,18-25,Female,Silver,Drive-thru
C08778,2024-05-27,Gauteng,36-50,Male,Bronze,App
C08779,2024-09-19,Limpopo,36-50,Female,Bronze,In-store
C08780,2023-09-05,Western Cape,36-50,Female,Bronze,In-store
C08781,2024-06-01,Gauteng,26-35,Female,Bronze,In-store
C08782,2024-08-06,Mpumalanga,18-25,Female,Gold,Drive-thru
C08783,2023-03-11,Western Cape,18-25,Female,Bronze,In-store
C08784,2023-04-12,Eastern Cape,36-50,Female,Bronze,App
C08785,2024-08-15,KwaZulu-Natal,50+,Male,Bronze,In-store
C08786,2023-01-15,KwaZulu-Natal,36-50,Male,Bronze,In-store
C08787,2024-06-25,KwaZulu-Natal,18-25,Female,Gold,In-store
C08788,2023-08-11,Limpopo,50+,Female,Gold,App
C08789,2023-07-16,Gauteng,50+,Female,Bronze,In-store
C08790,2023-10-16,Eastern Cape,26-35,Female,Bronze,App
C08791,2023-06-25,North West,26-35,Male,Bronze,App
C08792,2024-07-04,Gauteng,36-50,Female,Bronze,Drive-thru
C08793,2023-01-05,Gauteng,36-50,Female,Silver,Drive-thru
C08794,2023-04-12,Limpopo,50+,Female,Bronze,App
C08795,2023-08-08,KwaZulu-Natal,18-25,Female,Silver,App
C08796,2024-05-31,KwaZulu-Natal,26-35,Male,Silver,In-store
C08797,2024-12-25,Gauteng,36-50,Male,Bronze,App
C08798,2024-05-01,KwaZulu-Natal,50+,Prefer not to say,Silver,In-store
C08799,2024-01-11,Gauteng,36-50,Male,Silver,In-store
C08800,2024-12-15,KwaZulu-Natal,50+,Female,Bronze,App
C08801,2024-08-26,Limpopo,26-35,Male,Gold,In-store
C08802,2023-07-09,Gauteng,36-50,Male,Silver,In-store
C08803,2024-03-26,KwaZulu-Natal,26-35,Female,Bronze,In-store
C08804,2024-11-20,Northern Cape,26-35,Female,Gold,Drive-thru
C08805,2023-04-20,Eastern Cape,26-35,Female,Silver,In-store
C08806,2023-07-05,Mpumalanga,36-50,Male,Bronze,In-store
C08807,2023-12-30,KwaZulu-Natal,50+,Female,Bronze,Drive-thru
C08808,2024-01-24,Limpopo,26-35,Female,Silver,In-store
C08809,2024-03-10,Gauteng,18-25,Prefer not to say,Bronze,Drive-thru
C08810,2023-08-08,Gauteng,36-50,Prefer not to say,Bronze,Drive-thru
C08811,2024-06-10,Gauteng,36-50,Female,Bronze,In-store
C08812,2023-08-22,KwaZulu-Natal,50+,Male,Bronze,App
C08813,2024-02-22,Mpumalanga,26-35,Male,Silver,Drive-thru
C08814,2023-04-26,Western Cape,18-25,Female,Bronze,App
C08815,2023-11-18,Eastern Cape,26-35,Female,Bronze,In-store
C08816,2023-05-07,Limpopo,18-25,Female,Silver,Drive-thru
C08817,2024-04-22,Eastern Cape,26-35,Male,Silver,In-store
C08818,2023-04-23,Western Cape,18-25,Female,Silver,In-store
C08819,2024-06-16,KwaZulu-Natal,18-25,Male,Bronze,Drive-thru
C08820,2023-05-20,Western Cape,18-25,Male,Silver,In-store
C08821,2024-05-22,Gauteng,50+,Male,Silver,App
C08822,2024-01-05,Northern Cape,26-35,Female,Bronze,In-store
C08823,2024-12-22,Gauteng,26-35,Male,Silver,App
C08824,2023-10-23,Gauteng,50+,Female,Bronze,In-store
C08825,2024-07-24,North West,36-50,Male,Bronze,In-store
C08826,2023-02-11,Western Cape,36-50,Female,Silver,In-store
C08827,2023-03-26,Eastern Cape,36-50,Female,Bronze,In-store
C08828,2023-12-02,Western Cape,36-50,Female,Silver,In-store
C08829,2024-05-20,KwaZulu-Natal,36-50,Male,Bronze,In-store
C08830,2023-04-29,Western Cape,36-50,Male,Silver,Drive-thru
C08831,2024-01-30,Western Cape,50+,Female,Bronze,App
C08832,2023-10-18,KwaZulu-Natal,26-35,Male,Bronze,App
C08833,2024-04-12,Limpopo,26-35,Male,Bronze,App
C08834,2024-09-06,KwaZulu-Natal,50+,Female,Bronze,Drive-thru
C08835,2023-11-16,Free State,26-35,Female,Silver,App
C08836,2024-12-04,Gauteng,50+,Male,Silver,App
C08837,2024-03-30,KwaZulu-Natal,18-25,Male,Bronze,In-store
C08838,2023-08-20,Eastern Cape,26-35,Female,Bronze,App
C08839,2024-07-21,North West,50+,Female,Bronze,In-store
C08840,2024-02-22,Gauteng,18-25,Male,Silver,App
C08841,2023-10-25,KwaZulu-Natal,50+,Male,Bronze,In-store
C08842,2024-03-14,Mpumalanga,50+,Female,Bronze,App
C08843,2023-07-13,Gauteng,50+,Male,Bronze,In-store
C08844,2023-03-13,North West,26-35,Female,Bronze,In-store
C08845,2024-05-02,Gauteng,36-50,Female,Bronze,App
C08846,2024-11-26,Limpopo,36-50,Female,Bronze,In-store
C08847,2024-01-12,Free State,36-50,Female,Bronze,In-store
C08848,2023-07-03,Eastern Cape,36-50,Male,Bronze,In-store
C08849,2023-01-14,KwaZulu-Natal,50+,Male,Bronze,App
C08850,2024-11-21,Gauteng,36-50,Female,Bronze,App
C08851,2024-05-18,North West,50+,Female,Bronze,In-store
C08852,2024-11-19,KwaZulu-Natal,18-25,Male,Bronze,App
C08853,2023-04-18,Gauteng,18-25,Male,Silver,App
C08854,2024-02-10,Eastern Cape,26-35,Male,Silver,App
C08855,2024-03-24,KwaZulu-Natal,26-35,Male,Silver,In-store
C08856,2024-06-19,Gauteng,36-50,Female,Bronze,In-store
C08857,2024-11-05,Gauteng,18-25,Female,Silver,In-store
C08858,2024-11-23,Gauteng,50+,Male,Bronze,App
C08859,2023-03-29,KwaZulu-Natal,26-35,Male,Bronze,App
C08860,2023-05-03,Eastern Cape,26-35,Male,Bronze,App
C08861,2023-05-27,KwaZulu-Natal,26-35,Male,Bronze,In-store
C08862,2024-02-09,Mpumalanga,26-35,Male,Bronze,In-store
C08863,2024-02-15,Mpumalanga,18-25,Male,Bronze,In-store
C08864,2024-12-12,Eastern Cape,18-25,Male,Bronze,In-store
C08865,2024-08-27,Gauteng,36-50,Female,Gold,In-store
